,Name,Time Ago,Like,Comment
872,@rodrigosotov73,1 month ago,7,"Brill investigation, terrible voice... It was a pain to hear for 45 mins"
873,@freebitcoingiveaway119,1 month ago,0,IF YOU WANT YOUR MONEY BACK... dont go to the police... THEY ARE GOING TO WASTE YOUR TIME
874,@_NetPositive,1 month ago,1,"Wait, I expected this to be about Taiwan..."
875,@coolcat6103,1 month ago,4,Oh you must be talking about the mortgage scam......funny name mortgage. In Latin Mort is death and gage is grip.....death grip. It's about time we all woke up
876,@gregorygarcia7807,1 month ago,0,Which billion dollar scam are we talking about?
877,@Prince-xu3gj,1 month ago,0,"암전염,메르스,코로나 등등 칠성파,흑사회,20세기파,삼합회등이 엮여있는 사업중하나"
878,@rubielmontesinos4373,1 month ago,5,Death penalty end this fast and they also can’t procreate.
879,@martinsuo1777,1 month ago,0,Why is it that YouTube can maintain promotions using Bill Gates or Elon Musk to lure new victims?  I have put up with large number of persistent callers.  Why can they not be shut down?
880,@dimitrisk4895,1 month ago,8,Don't worry guys now government raking money directly from your taxes and sending them lol  they don't need to scam you anymore
881,@teewongkoh4531,1 month ago,0,Thanks to do them in
882,@markarthur1083,1 month ago,4,"that ""Oh my gaaad"" voice"
883,@scarsdaleny3709,1 month ago,2,"Simona Weinglass. Great reporting, sure, but with a voice like that, she could --- wait for it ----  >> shatter << a wine glass,  ya know what I mean? Good God. Listen, dawg,  I couldn't get past the first two or three minutes of the program.

Not with that voice narrating it. No way. 

 Damn."
884,@DainBramagedful,1 month ago,0,I don't have a TV license lol
885,@falanajerido875,1 month ago,10,"So. 
Sad why they Are. Not In Jail?"
886,@617Autocrat,1 month ago,0,"AMAZING Story!  GREAT Writting!  GOOD Production Values!  HORRIBLE Voice Over!!!
Look At It Like This, Great Songwritters Are Often NOT The Singer.  Either Find A Better Way To Merge Your Image With A Voice Over Talent OR Get On The Patch For Some VERY Agressive Retrainning Of The Way You Express Your Speech A Professional (LA/NYC) DRAMA Coach.  You Wou;d Make A FANTASTIC PRODUCER!!!  Where You Delegate Many Of The Elements and You Would EDIT and SUPERVISE The Final Product. Major Network Television Show Is Where You Belong."
887,@granit315,1 month ago,0,Wondering who got the first place  of the scammer country nowadays India or Israel
888,@straightblast569,1 month ago,4,What about all the YouTube influencers scamming young people on YouTube like Logan Paul
889,@heuristicalgorithm8465,1 month ago,1,"Dear BBC, report on real problems in the UK, rather than imbeciles who give their money away to phone scammers."
890,@DarleneTechTips,1 month ago,3,EverFX has rebranded to Axiance now
891,@HaileMecael,1 month ago,0,Of course he live in the one country that wont go after him
892,@kylesneddin,1 month ago,1,This reporters voice put me off after two minutes
893,@unquestionabletv,1 month ago,3,This girl needs to work on her narration.  Good work tho
894,@mohammadhashemi1771,1 month ago,0,how come it didnt take that long to steal yachts and property from Russians even though all their assets were off shore
895,@paulsmegal2867,1 month ago,0,"The internet , allows for this.  It’s time to start the end. Death is a small baby , step  for the grief cause"
896,@fredgensolon4988,1 month ago,11,I thought it was like Brittney Spears/Kardashian voice over
897,@xglitterati,1 month ago,0,Bring back capital punishment! The land necessitates it. Rule Britannia!
898,@krishnamurthimenon5261,1 month ago,0,Wineglass. Now if thats not of itself a scam?
899,@t_shady,1 month ago,4,Love the journalist but Jesus that vocal fry
900,@BIgBass255,1 month ago,0,"Scammers call me all the time, it turns out, Greed is not good. If you want to make real money, buy real Gold or real Estate."
901,@crasshumor872,1 month ago,0,"Next time please title your video better lol. 
It says ""Billion Dollar Scam - BBC World Service"" haha"
902,@macktheripper7454,1 month ago,3,"Interesting, but she sounds like she's going to cry while narrating ..or just very lazy when she speaks?"
903,@Nick-zh2iq,1 month ago,0,Indian billionaire is involved!!
904,@michaelkelsey574,1 month ago,0,DONT GET THE CAM LIGHT!!!!! It's a 30day trial for one...
905,@chapsteronetime2000,1 month ago,8,This girls voice is so out there it’s hard to watch damn
906,@zuckfacegobbels4527,1 month ago,0,BBC talking about Scamming is very RICH.
907,@benjaminsemerdjiev8973,1 month ago,6,Am glad i grew my portfolio from 17k to 100k last month inside my wallet without sending a dime to anyone through the help of Mrs Charlotte margit
908,@SkamGame,1 month ago,0,What about TV License?
909,@kickpluckhammer,1 month ago,0,Think about who allow's offshore..
910,@boombot934,1 month ago,3,Free cheese is only in s mousetrap...
911,@rosswilson1915,1 month ago,1,"Great work, but so hard to listen to her voice"
912,@tarsem3258,1 month ago,0,Do a doc on FTX
913,@giorgishakarashvili9598,1 month ago,4,Can you please mention “Georgia”without former Soviet Republic?
914,@lulaminions,1 month ago,0,LETS TALKING ABOUT BRITISH EMPIRE WHEN THEY LOOTED THE RICHES COUNTRIES AROUND THE WOURLD ANCIENYLY ? MAINLY GOLD AND SILVER
915,@arnavsadhu,1 month ago,1,Thought it was gonna talk about the BBC
916,@afandidarmanegara609,1 month ago,6,"In conclusion, there are a lot of Ukranian scammers."
917,@_NetPositive,1 month ago,1,"Wait, I expected this to be about Ukraine..."
918,@sirmadam8183,1 month ago,5,"Ugh, good reporting but I can't handle this reporter's voice anymore.  Extremely uncomfortable.  I'm bailing.  Sorry!"
919,@chetanjoshi2159,1 month ago,0,Every body knows this.what is a solution.
920,@redbutterfly88,1 month ago,0,Hmmm what are the connetions to the very popular trading apps here in philippines name OCTA fx?
921,@tomwaitsmencse,1 month ago,4,Man that woman’s voice is hard to listen to.
922,@rowenadinsmore1,1 month ago,0,IS FTX in Miami with the same group?
923,@glenparey9382,1 month ago,0,Crypto the scam that leads there invester to pennyless this is my opinion I'm no expert
924,@JeremyChristian-gk5zt,1 month ago,10,"I make huge profits on my investment since i started trading with a professional broker Mrs Sophia Charlotte, her trading strategy are top notch coupled with the little commission she charges on her trade. Thanks so much madam.."
925,@jbrunch8082,1 month ago,1,You should investigate the Biden Crime Syndicate next.
926,@Rainbow-Dash,1 month ago,0,"16:25 really are you that greedy.

Not going to defend scammers but im sick an tired of Greed monsters playing victim when their investment died shouldve went out when you had a profit

But no 85k free money in 3 days was not enough...."
927,@TheEvelynOwen,1 month ago,10,great content but the journalists voice is so obnoxious i had to turn it off.
928,@nldjbassie,1 month ago,0,where they live ? let go to that house with 10000 people lets see how this scammer will feel
929,@sickjuicysjamshack3580,1 month ago,3,Lol at the valley girl narrator
930,@cakescakescakes,1 month ago,0,wish the voice over was better for this video
931,@raydogloc8127,1 month ago,0,Are they talking about Robinhood?
932,@malimarr,1 month ago,3,"Ms. Weinglass may be a top investigator, but her diction and elongated pronunciation at the end of the sentences....the elongation of the end of the word that ends a sentence is the most annoying, young girl drawl I have ever heard. Hard to listen to something that makes one's ears bleed"
933,@tenzingngodub641,1 month ago,0,I know most of the scammers are Indian.
934,@garystorey,1 month ago,0,Thought this would be a documentary about Covid...
935,@jannepepper,1 month ago,20,damn.. that first voice over just made stop watching this...
936,@julesouanounou4147,1 month ago,0,FC Seville one of the biggest football club in Europe that's doesn't even make liga's top10 ? Nop
937,@germanbaez9223,1 month ago,1,"Lol the call center is in Ukraine the lil angels that we are spending billions to defend.
We'll done Mr President"
938,,1 month ago,80,Click here to subscribe to our channel  https://bbc.in/3VyyriM
939,@ironsoldi3r913,1 month ago,0,The same Wallstreet wolf is doing the same scamming.
940,@user-tl5vs6mp1o,1 month ago,0,The BBC TV licence?
941,@moi-rp5wq,1 month ago,5,That might be the most annoying voice I've ever listened to.
942,@coffeecup6458,1 month ago,0,Sounds like Microsoft support team.
943,@thegreatmonster,1 month ago,0,Is this platform like the one of the GFT Forex?
944,@purplepenquin2114,1 month ago,3,Interesting program - irritating narrator voice!
945,@YouWishYouWereOzyMandias,1 month ago,0,"She definitely seems like a legitimate journalist, but the up-talking and vocal fry make it sound like early 2000s Drew Barrymore is narrating."
946,@akumetsu994,1 month ago,0,Why are their faces blurred??
947,@ryladaly9360,1 month ago,6,"I've just started watching your video, and I'm wondering why this woman has a little girl voice... Please...   get some vocal coaching if you intend to continue in this field. I don't say this to be hurtful ( though I know it probably is. I'm sorry) I say it because it's hard to listen to, and I'm sure a more adult voice will benefit your career.  One cannot help but doubt the information when it is  said in the voice of a ten-year-old girl. Consciously or unconsciously it just happens.   Again, I'm sorry if this hurts you, but I hope you will take it to heart and benefit from it in the long run."
